name,type,address,lat,lng,place_id,google_types,rating,user_ratings_total,reviews
Kids Magic Lab,Attraction,"7325 166th Ave NE f235, Redmond, WA 98052, USA",47.6701853,-122.1200276,ChIJm5Um8LVzkFQRY54hsNcDZ9k,establishment|point_of_interest,4.7,136,"[""We chose Kids Magic Lab for our daughter’s second birthday and it was exactly what we hoped for. The space is clean, bright, and well-organized, which makes a big difference when hosting toddlers and families.\n\nThey made a custom unicorn balloon arch that was beautiful and reasonably priced, and our daughter loved it. The staff was kind, organized, and helpful, which made the entire party feel easy and low-stress.\n\nThe kids stayed engaged the whole time, and several guests commented on how nice the space was. We loved our experience and would absolutely recommend Kids Magic Lab for birthday parties for young kids."",""Great place to stay warm and have fun with your toddlers. My son loved it here, he never got bored like other places we've visited. This place is really fun, it's also in a great location."",""Was in the area and went in to check it out. Wow would I have liked a place like this when I was a kid! The layout is well designed and it’s obvious that a lot of thought went into this place; imagination areas with themes, climbing areas, place to throw soft objects, etc Spoke with the staff and they were all friendly, knowledgeable and I witnessed active listening when the children were speaking to them. Smiles on the support staff faces was a welcome sight! Kuddos to the owner!"",""My daughters aged 6yrs old and 3yrs old love to play at Kids Magic Lab. All the toys and amenities are new. Super clean restrooms that are perfect for changing diapers for babies. They even have toddler classes and art classes available so when you transition your kid to Preschool you will definitely benefit from it. Highly recommend this place."",""My child attended a birthday party here. We loved it. The biggest perk is that unlike most other indoor playgrounds, when you book this place for a birthday you so not have to share the space with other parties. I plan to have my child's next birthday here.""]"
Ballard Playspace,Attraction,"1460 NW 73rd St, Seattle, WA 98117, USA",47.6817583,-122.3749213,ChIJmzZriiwUkFQRa3hjJrrBm7Y,establishment|point_of_interest,4.6,96,"[""We had our son’s first birthday here today and it was a great space! Our coordinator Alexa was nice and helpful. It’s a big space that had an inflatable slide, yard games, TVs, and trikes for kids to ride around. We brought our own bounce house to add more fun and had some table activities for the kids. I think, if you’re creative enough, you can add more activities for kids to do if you’re having a children’s party here (for example, we did an arts and crafts table). The one thing I wasn’t a huge fan of was the lack of outlets for our food warmers, but this is easily remedied with an extension cord. We had a great time and enjoyed the space, it had great parking, and we were able to be there for 4 hours! Definitely would plan another party here :)"",""This is a super fun play area to bring little kids. We came here for a birthday party so it was nice and busy but not too overcrowded. There's a giant tube play structure that kids can run through and climb up. The slides are fun for the kids. They have a mini indoor field for soccer and/or basketball. The toddler area mostly has soft blocks for stacking and climbing and rocking chairs. The scoot cars are a hit with a path for kids to follow around the large play structure."",""Great place for kids birthday party but the toy options are less. It has some standing tables for adults and few toddler tables and chairs for them to sit. Bathroom is clean. Entrance could be little confusing if you park on the other side."",""Nice big space for children's party. Play area with bouncy castle with an area for eating and a separate kitchen. Parking area adjacent. Clean and tidy and friendly helpful coordinator."",""It was such a great playroom. My kids loved this Playroom.  It was safe for the kids and educational as well. The place was spaciously clean and safe. The staves were so friendly and attentive upon watching over the kids.   I will surely bring my kids here again.""]"
Funtastic Playtorium,Attraction,"4077 Factoria Square Mall SE, Bellevue, WA 98006, USA",47.57371939999999,-122.1725,ChIJp7Rt-1RpkFQR4ZmoUW2DRMA,establishment|point_of_interest,4.2,516,"[""We had a wonderful birthday party here. Everything went smoothly, the staff were so kind and helpful, and the kids had an amazing time. Thank you for making it special!"",""Attended many birthday parties here. Easy for parents to manage. Play area is safe and fun for kids. The facility is clean. One request is that 1 hour is too short to decorate the party hall and cleanup after party. Maybe 1.5 hours would be better."",""...great place to bring kids to discover music, counting and climbing all in a secure environment. Callie was Awesome and made sure everyone followed the rules and left with the right child...Her customer service and attention to detail was refreshing.."",""I just saw a previous review saying it is for kids 5 and older. That is not true, I have been taking my son Keanu here since he was 2. They have a toddler section but not only that, they can learn to climb and develop motorskills and physical coordination at that age by allowing them to struggle a little bit. But here is the caveat, this is only doable when it is not busy. If it is too busy, you should crawl with you toddler and accompany them closely so they don’t get trampled. And if there are a lot of kids on the trampoline, don’t bother with a child under three, the other kids will bounce them around and they won’t be able to stand up.\n\nThere are bathrooms, a party room for birthdays in the back. Ball cannons, two slides one open one enclosed. There is no ball pit. The toddler section is only for 3 and under and has some developmental toys.\n\nWarning: there are spinning carousel tea cup things that the kids can sit in and spin around. They can be dangerous if they are spinning fast and your child tries to climb out while it’s still moving. If children are using them, there should be an adult supervising them for that particular part of the play place.\n\nHere are some videos and pictures from multiple visits. Some are from 8 months ago when my son was just over 2 years old. Some are from 2 months ago."",""I had a great first experience here with my 2 daughters. Staff was friendly and helpful with my wagon stroller. Their toddler play section was nice, and my kids enjoyed it. The big playground is meant for your child to wander the maze. My 2 year old was able to run the route 4 plus times with no issues. I find this place safe and a good experience for your children. I will for sure be checking out the other locations in the area. Thank you, and God bless Funtastic Playtorium Factoria!""]"
Safari,Attraction,"2876 Southcenter Blvd, Tukwila, WA 98188, USA",47.45847250000001,-122.2569299,ChIJF8RjDtNckFQRYLtmk5OTJCA,establishment|point_of_interest,4.5,426,"[""Super fun for my 2.5 and 4.5 year old. Every thing is cushioned, low to the ground, large space and obstacles to run around with. Some foam blocks to play with.  A small ball pit. Small corner with toys for small babies. They Sell some snacks, water, socks. Currently about $19 per kid with one adult for 2 hours. They honor military, have Military discount. I would come again on a rainy day!"",""My toddler had so much fun. Staff is kind and the play ground is kept clean. They have snacks and provide socks if needed."",""My 6 year old had a great time here. Lots and areas to play in and challenge their physical abilities. Great price for 2 hours of playtime"",""Great playground for my 6 year old to burn off energy! This is a place for parent supervision, but had amazing spaces to get the wiggles out! Has a dedicated area for children under 2 as well for some lower intensity play time."",""Wonderful for our 17month old daughter. She enjoyed playing with older kids who were also having a good time""]"
Nixi City Play + Cafe,Attraction,"1437 NW Richmond Beach Rd # E, Shoreline, WA 98177, USA",47.7694397,-122.376915,ChIJyfLYFwARkFQRPEOD9lmPm7Y,establishment|point_of_interest,4.8,57,"[""Easy to find parking, play cafe was very clean and coffee was good. However no food is available, no bagels or pastries. Barista was friendly.\n\nI thought it was a bit overpriced and parents have to pay an additional fee if we want to sit in the play area. In total, it cost about $90 for us to take our kids there for an hour. It was $15 per kid, $5 per adult, our coffees, our kids drinks plus tip.\n\nThe rock climbing steps to get up were also quite difficult (and painful). My children got bored after about 30 minutes. There needs to be toys in the kitchen area and additional toys in the play area to keep children more engaged."",""We recently celebrated our son’s first birthday at Nixi City Play, and it was the perfect experience! We booked a private after-hours rental, and from start to finish, everything exceeded our expectations.\n\nThe owners, Dominique and Giuseppe, were incredibly gracious and flexible, allowing us to bring in our own decorations and food to make the celebration feel personal and special. The space itself is spotless, thoughtfully designed in a Montessori style, and truly caters to both little ones and big kids. Babies, siblings, friends, and family all had an absolute blast.\n\nParents especially loved the upstairs bar seating, which gave them the perfect view of the kids while they played. It felt safe, welcoming, and fun for everyone.\n\nWe are so grateful to Nixi City Play for making our son’s first birthday so memorable. We couldn’t have asked for a better space or a better team to work with. Highly recommend!"",""I was very fortunate to have the pleasure of discovering this unique play cafe. When you first walk in you are greeted so kindly, the staff and owners are very clear about how pricing works and answered any questions that I had. Not to mention the coffee is delicious! I was able to bring my son here so he may play and gave me time to focus on a bit of work with my computer (did I mention free WiFi). Overall a wonderful place I would definitely recommend to anyone, even if you are just popping in for coffee it is great."",""My two year old daughter loved this place. Lots of toys to help promote imaginative play, climbing and education! Feels cozy, and clean. Great food and drink options for both parent and kiddo. Will definitely be back with my daughter."",""We just celebrated our son's 2nd birthday here and it was so great! We all had a great time and the kids enjoyed themselves. It was a great size for our small group and looked super cute with all our decor. Artem was fantastic and everyone loved him. Thank you Nixi! ♥️""]"
Funtastic Playtorium Alderwood,Attraction,"3000 184th St SW #676, Lynnwood, WA 98037, USA",47.8294399,-122.2752836,ChIJCf5nM3MFkFQRX2MdPOjm16M,establishment|point_of_interest,4.2,564,"[""Wow! So much fun! The kids had a blast (5 & 2)! The facility was nice and clean, was inside the play structure too and that was clean! The woman at the front desk was lovely. We had a great experience. You have all day to go in and out, we were able to hit the mall for a break grab lunch and head back in. Socks are required!! So don’t forget to bring those."",""We booked 2 back-to-back time slots for my son's birthday party. In addition to getting extended time in the party room, they were able to accommodate more kids in our party, included in the price. Akash (the owner) was very responsive, accommodating, and kind in the whole planning process. Our host, Sarah, was also very professional and helpful. Also loved the fact that we could bring our own food. We ended up having a large party of 70+ people. What could have been a stressful day, ended up not because of the staff at Funtastic Playtorium in Alderwood. Highly recommend this venue for large groups for your kiddo's next birthday party!"",""This place was fantastic - just as its name implies! It was clean, fun and safe. Our 3 1/2 year old grandson loved it. He could go down both of the slides independently, and he also loved the mini trampoline. He had a good time in the ball area where you put balls into an opening and they dropped out slowly from the top. So worth the money!"",""My daughter had a blast.  It was a great place for her to play safely on a day that was too cold for the park.  I'm 6'0\"" so following her inside to play wasn't really an option, but when she had a breakdown I was able to crouch down and crawl in to pick her up and brush her off.  The place has plenty of dings and isn't 100% spotless but is remarkably clean for how busy it is with children.  Staff vacuumed and wiped down surfaces several times while we were there."",""We had our kid’s 3rd birthday party in the party room. The staff was super friendly and accomodating. We had a party host who attended to us throughout the event and helped with setting up the decor. Overall wonderful experience and hopefully we will arrange more parties here.""]"
Kids Cove @ The Square,Attraction,"212 Bellevue Way NE, Bellevue, WA 98004, USA",47.6156269,-122.2035472,ChIJfRF2c4ZskFQRjztFEA3Ef2k,establishment|point_of_interest,4,115,"[""No enforcement of height restrictions or any rules makes this place unsafe for most of the children it is designed to cater to (sign says under 6).\n\nIf you somehow manage to go when it is not completely packed and you have parents who are mindful of their kids, it is a really fun place.\n\nHowever, that is a rare occasion and I cannot recommend this place for kids under 5. You have kids beyond the height restrictions running at full speed, throwing toys, jumping, and using the structures as a means to shove and push each other.\n\nI have seen too many kids get hurt while their parents are either nowhere to be seen or glued on their phones. It really is a shame because there are so few affordable spaces indoors for toddlers in King County and the structures and seating themselves are very nice."",""Safety Hazard: Unenforced Height Limits Lead to Injuries for Younger Kids\n\nThis facility is a major safety concern for young children. While height limit rules are posted, they are completely ignored by staff and customers.\nOlder children well over the limit are allowed to run freely with toddlers. During our visit, I saw kids were knocked down, run over by a much larger child who should not have been there. I witnessed multiple similar incidents.\nManagement must actively enforce their own rules to protect younger, vulnerable patrons. Until they do, this is a beautiful space that is unfortunately a safety hazard.\nI cannot recommend this play area for families with children under 5."",""Take the main elevator to the 3rd floor and you'll come across this awesome play center for little kids. Also it free with a latte baresta nearby with some goodies. It's a tad small however it seems to be designed for kids under the age of 5 years."",""This is a great area, but it’s dated and falling apart!  Playground items are faded to the point of being unusable, ripped, and peeling.  For a kids area, the bathrooms are standard adult bathrooms.  No smaller, lower toilets and no stools at the sinks.  IKEA has better bathrooms for children.\nThey really need to modernize some of the smaller structures and give the space more kid friendly facilities.\nLower sinks outside the bathroom would be a nice added touch as well to clean dirty hands after playing.\nGreat place on a rainy day.  I appreciate parents watching their kids and making sure all the kids are playing nice with one another."",""Busy little play area on the third floor of Bellevue Square. It’s right above the Starbucks on the second floor. It’s nice to grab a snack and coffee before heading up. We got here early so no complaints on it being too busy but it was filling up quickly. The no shoes policy is great. The kids are all running around with socks or no socks on. The floors are padded. The structures have a soft and easy to grip exterior. Some kids get rowdy but overall it was a good time. No food or drinks within the circle but there are plenty of tables on the exterior to sit while watching the kids play.""]"
WiggleWorks Kids,Attraction,"15600 NE 8th St Suite G2, Bellevue, WA 98008, USA",47.6184436,-122.1304309,ChIJ34yt0LBtkFQRcOHmK0af2Hs,establishment|point_of_interest,3.8,447,"[""They’ve just updated it and it seems to be trinkle land light. Colorful and appropriate now for even a bit older kids. Both my 1 and 5 year old had a blast here at a birthday party"",""This is probably the best, most affordable indoor playground on the east side. This place got all new equipment January 2026 and it’s been fantastic. Staff are super friendly and create a welcoming environment. The monthly pass is definitely worth it, especially in the winter months. There is a lot of different kinds of equipment great for developing physical skills like balance. Thankfully it’s definitely geared towards positive early childhood development—no enticing touchscreens for the kids! Massive ball pit, giant foam legos, slides, balance beams, and so much more. Love this place."",""New renovation is really good.. Pricing is well adjusted.. Not very expensive.. Team Member Lou is always very kind and friendly , keeps the place clean and maintained as well.. Kids love to come back.. Only removing 1 star for managment not repairing stuff fast.. The ball machine hasnt been working since few days already.. Pls do the needful.."",""The remodel looks great! They have a ball pit, a trampoline, several slides, and a fun little obstacle course. It's a little more exciting for older toddlers and kindergartners now. Big bathrooms to fit multiple kids.\n\nThings to note:\n\nBring grippy socks. The new mats are a little slippery. Old Navy across the hall sells grippy socks if you forget, like I did.\n\nBefore the remodel, there were two counters for parents to sit at to get some work done with some peace of mind that their kids weren't going to run out without them seeing. The counter near the exit is gone now though, so just keep that in mind.\n\nMax height on the play structures is 48\""."",""The photos speak for themselves. I’m surprised this place passes inspection. My 3.5yr old was telling ME he was done after 30min, and that’s very telling. Never again.""]"
Ahoy Kitsap Playland,Attraction,"5934 WA-303, Bremerton, WA 98311, USA",47.6150952,-122.626681,ChIJa6jPEiQ6kFQR7s2XZHk1qV8,cafe|establishment|food|point_of_interest|restaurant,4.3,634,"[""Its an super cute space! Theres a play area for 5 and under with slides and toys and a kitchen play set etc. And also the large play structure for 5+(littles can do it but some of it might be challenging without parents help) The big area has super fun slides on the lower level and a giant spiral slide on the top level,theres climbing spaces,nets,tubes and theres a \""spider web\"" tower thats 5 levels amd has a trampoline on the bottom so if you get down quickly or slip through its a soft landing 🤣 They have snacks and allt of ice cream and milkshake options! Theres rooms for birthday parties too!"",""This place is cool. Loads of fun for my 3 year old. Don’t love how cold it is or that I can’t bring in my own healthy snack options for my extremely picky toddler. Love that I can leave and come back though. Over all it’s clean, safe, and the workers were kind."",""My family and I had a blast with our 13 month old. She absolutely loved it. There is so much for her to do. We love how there’s food and drinks. Makes it really fun for the whole family. We love the little things in life. Watching our daughter crawling and walking around all over the place was the best thing to see."",""We have been taking our children there since my first child was 2. Between birthday parties and fun time when the weather is poor, this has been a great experience for everyone. In the winter time we sign up for the membership because it's a great local play to take the kids when the park isn't nice. It's also great that they have wifi, so while one parent watches the kid the other can get some work done."",""Today was our first visit for a preschool field trip. While the facility is beautiful, clean, and well-equipped with a great variety of play areas and a nice cafe, our experience was marred by a serious safety issue.\n​About an hour in, an unsupervised child began pushing other children. He pushed my daughter down three times—once nearly into a table and another time causing her to fall onto a large toy. I witnessed him push approximately eight other children as well.\n​Despite multiple parents notifying the front desk, no staff members came to monitor the area or attempt to locate the child’s parent. We spent the rest of our visit on edge, constantly intervening to keep our children safe. While I understand I signed a waiver and that it is my job to watch my child, I expect the staff to maintain a basic level of safety and supervision when a known issue is reported. It’s disappointing that such a nice facility is overshadowed by a lack of management. We likely won’t be back.""]"
Wunderkind,Attraction,"3318 NE 55th St, Seattle, WA 98105, USA",47.6686478,-122.2919477,ChIJi7FB9oAUkFQRu5ETzau_RV0,bar|cafe|establishment|food|point_of_interest,4,128,"[""This place was was perfect for passing our crappy-weather morning! Plenty of coffee options for the morning, as well as beer and wine for the afternoon. They have some food options as well, including wraps, sandwiches, muffins, and plenty of snacks. None of the food is house made from what I can tell, but we weren't here for the food, we were here to play. The duplo room is perfect for littles, but the upstairs room also has a cordoned off duplo section so if you also have older kids, they can all be in the same room. The other awesome thing is that outside food and drink is allowed, unlike some other play cafes in the area."",""We've held two birthday parties here - Wunderkind is the best! They entertain the kids, and setup and teardown is pretty easy."",""We had my son's second birthday here. Highly recommend for parties, such an easy space. all of our guests enjoyed themselves."",""A real neighborhood treasure! Great place to take the kids for a fun afternoon, particularly on a rainy day. They have a nice selection of food and drinks (for kids and adults alike!). And the kids will be entertained for hours on the two large Lego rooms (the downstairs one for younger kids, there upstairs one for older kids).\n\nThey owner, Nick, is a very nice guy and runs a variety of after-school and day-camp programs. They also have good WiFi here, so you can even get work done while they kids play."",""They have two stories for Legos. They also serve coffee, beer, wine, and light deli food. They do charge for playing, but it is very minimal.\n\nYou can reserve birthday parties at the location for a reasonable price. You can reserve the smaller room on the main floor or the room upstairs. You can also reserve the entire place before or after they close on the weekends.\n\nStaff is friendly, not a lot of parking available but there is street parking as well.""]"
Play at the center,Attraction,"370 Thomas St, Seattle, WA 98109, USA",47.6217682,-122.3497367,ChIJz9uqfEYVkFQRVu1saZX2C9k,establishment|point_of_interest,4.7,26,"[""Great place for kids if you visite the space needle"",""Pretty cool playground for kids. I see an awful lot of teens and adults playing around on there as if they were helping an imaginary child."",""It’s not what it use to be feeling when I’m there it feels like I’m not a kid anymore and I’m not and so the nostalgics it all wore off and now I’m just a fat balding middle aged man that rides around on an electric skateboard cause I’m to lazy to ride a regular board, or am I just smarter and wealthy then I was at 13 when I started but anyways the place is alyeight!!"",""Fantastic place for the kids to burn off excess energy.  Seems well maintained.  Some staff were there assessing one of the swings for wear and discussing repairs."",""the ropes to climb up to the slides is actually pretty fun to climb on though it does get pretty high so make sure your child is old enough or strong enough to prevent injury there is also a merry go round to spin around on and when I went there the merry go round wasn't broken for once""]"
The Ridge Activity Center,Attraction,"3827 Maltby Rd, Bothell, WA 98021, USA",47.8137889,-122.1811498,ChIJGddpYgUPkFQRmhIH2cU984w,establishment|gym|health|point_of_interest,4.7,443,"[""Absolutely love The Ridge Activity Center!\n\nWe had such a great time at The Ridge Activity Center in Bothell! It’s the perfect spot for families with kids of all ages. Our almost 2-year-old toddler had a blast in the soft play area designed just for little ones—it’s safe, clean, and full of fun things to explore. Meanwhile, our 5 1/2-year-old was completely entertained with the larger play structures, slides, and climbing areas.\n\nThe space is well thought out, with plenty of seating for parents and a great mix of active play and imaginative areas. Everything felt clean, well-maintained, and super family-friendly. We’ve been to a lot of play centers, and this one is definitely a favorite. It’s a place we can go back to again and again—both kids ask when we’re going back as soon as we leave!\n\nHighly recommend for a fun, safe, and energy-burning day indoors!"",""First time here! This is a great family center, and our kiddos really enjoyed their first time at the playzone. What made it extra nice was the staff, everyone was friendly and welcoming. Shout out to Jaelyn! She went above and beyond helping me with my little guy when he refused to take cold milk, even taking the time to warm it up for him. She is such a sweet, hardworking girl, and her kindness really meant a lot to me. We truly appreciate the wonderful experience!"",""We came to Ridge Activity Center for our friend’s child’s birthday, and it was such a great experience. The space is very engaging for kids, with lots of opportunities for movement and play. The birthday party covered the cost for us, but I looked it up afterward and found the pricing to be very reasonable for the level of enrichment offered.\n\nWe arrived toward the end of the day, so the play area was understandably a bit messier, but overall the pads and activity zones appeared well maintained and clean. As parents, we always wash hands before and after play regardless, and we felt comfortable letting our child explore.\n\nOverall, it was a positive experience, and we’ll definitely be returning soon."",""A fun and clean place where kids easily spend a couple of hours playing, they have a sand box and huge activity gym. The place has food too (pizza mainly ) didn’t have the pizzas personally but it did smell good!"",""I like this place! My son and I go here every now and then and compared to other play places and park playgrounds, The Ridge has the fastest slides! Even I get a little thrill from them when I follow my 3 year old up to the top.\n\nThere is also a toddler area that is closed off for safety. A sand table for kids to play with. And a water table as well.\n\nThe bathrooms are clean and convenient. Place has plenty of parking.\n\nThe cafe is pretty good like another reviewer mentioned. The price is a little high but not gouging. I don’t mind, I like to support the place.\n\nThere is a cool interactive rock climbing wall the kids like and the entire play structure is themed like a tree house. There are plenty of tables for the adults.\n\nI saw a good room for birthday parties. Admission is not too bad. A little higher than places like funtastic playtorium.""]"
Safari Auburn,Attraction,"1101 Outlet Collection Way Suite 1049, Auburn, WA 98001, USA",47.2992841,-122.2432708,ChIJe6JoaTZZkFQR0UMI9J2qKkM,establishment|point_of_interest,4.6,270,"[""Safari  in Auburn is such a fun and safe spot for kids to play and burn off energy! As a parent, I really appreciate how clean and well-organized the play areas are. There’s plenty of space for kids of different ages, and the staff do a great job keeping an eye on things and making sure everyone plays safely. My kids absolutely love the slides and ballpit areas — it’s hard to get them to leave! It’s also nice to have comfortable seating for parent. Perfect for birthday parties or weekend playdates. Highly recommend for families."",""We were in the area and I needed something for my toddler to get out energy. This was perfect and she loved it! Pretty clean and attendants walked around to monitor and clean."",""This place is a great space for get all the wiggles and giggles out. It’s spacious and clean. Plenty of room to run and play. I def recommend if you have little to come right around opening if you can."",""We go to Safari Auburn often, and every visit is always a great experience. It’s such a fun and safe space for kids to play, and we love how clean and well-maintained the whole place is. The staff are always friendly, patient, and helpful, which makes us feel comfortable bringing the kids again and again.\n\nThe play areas and games are perfect for kids of all ages, and everything feels safe and thoughtfully designed. The kids always have a great time and never get bored.\n\nThe prices are very reasonable, especially considering how much fun the kids have and how long they can play.\n\nOverall, Safari Auburn is one of our favorite places to take the kids, and we’ll keep coming back!"",""We had my granddaughter’s third birthday here, it was beautiful and when was over they could stay ad long  as  they  to play!""]"
Gas Works Park Kid Playground,Attraction,"2101 N Northlake Way, Seattle, WA 98103, USA",47.64579029999999,-122.3332984,ChIJc0mManwVkFQRvR1ZhLBABSE,establishment|point_of_interest,4.3,27,"[""Gas Works Park Playground is unlike any other. Our grandkids had the best time climbing the giant rope structures and exploring the colorful play elements. It’s designed for all ages, with enough challenge for older kids and safer options for the little ones.\n\nThe setting is what makes it unforgettable — industrial towers in the background, open green space, and sweeping views of Lake Union and the Seattle skyline. We loved watching boats and floatplanes while the kids played nonstop.\n\nIf you’re visiting Seattle with kids or grandkids, don’t miss this spot. It’s playful, imaginative, and one of the most memorable parks we’ve visited."",""Our last stop at Gas Works Park was the Norrha Kid Playground. It has several interesting play structures and a seating area to enjoy views of the lake."",""Beautiful location thus 5 stars. Wish there was a little more information about the original equipment and educational info. Didn't see any signage or map. Adding something like that would be nice."",""I honestly don't get the appeal.  This is a weird park. There is geese poo EVERYWHERE... not a place you'd want to picnic or even walk around.  Yes, there is a pretty view of the Seattle skyline, but there is no place to sit and enjoy."",""Playground with a view. No bucket swing set for infants.\nBetter for older toddlers and preschool age kids.""]"
Elevated Sportz Trampoline Park & Event Center,Attraction,"18311 Bothell Everett Hwy #140, Bothell, WA 98012, USA",47.8318555,-122.2078521,ChIJXaWT3_kFkFQRzG1tfZbo8OM,amusement_park|cafe|establishment|food|point_of_interest,4.2,1984,"[""Took my 5 year old son here and he had a great time! There’s a lot more to do in addition to the trampolines. He especially loved the big play structure and arcade games. One of the employees (Arthur) was super nice. After we couldn’t get a little toy to come out of one of the quarter machines, he gave us some extra quarters so we could pick some different toys. We came in on a Tuesday morning which was a great time, because it wasn’t crowded, and you get a better price on weekday mornings."",""Our first kids’ birthday party — and finding the right venue was definitely not a piece of cake! After reaching out to quite a few places, Elevated Sportz truly stood out for their amazing customer service.\n\nA big thank-you to Arthur and Victoria for being so helpful throughout the planning and on the day of the party. Every team member was incredibly kind and friendly, making the whole experience even more special."",""​\""Our recent visit to Elevated Trampoline Park with our grandsons, aged five and one, was marked by both positive and negative experiences. While the children enjoyed the arcade and slides, we were dismayed that our one-year-old was charged the full $18 admission fee, despite being unable to utilize much of the equipment. Furthermore, the constant surveillance by an employee felt intrusive and unnecessary. The park appears to cater primarily to children aged five and above, presenting challenges for single mothers with toddlers who  older children. The restrooms were in a state of disrepair, featuring cracked flooring and a sink secured with tape. The laser tag room emitted an unpleasant odor. Additionally, the employee assigned to monitor our party spent time on the first floor, leaving other children on the trampoline area unsupervised. In conclusion, while the park offered some enjoyment, the overall experience was marred by several significant drawbacks.\"""",""We were there for a birthday party. They had lots of parking in the back and lots of space in the park. Make sure you wear a mask sock because they wouldn’t let you go bare foot."",""It's a comfortable place for kids for there mental and physical relaxation. If you want to arrange a small kids party it can also be arranged here. Very cooperative staff.""]"
The Jungle Gym,Attraction,"816 SW 152nd St, Burien, WA 98166, USA",47.4668949,-122.3453145,ChIJvc1RvZ1EkFQR9NYbK7-T25M,establishment|gym|health|point_of_interest|school,4.7,194,"[""I had the best experience in signing my 8 yr old and 5 yr old up for their first ever gymnastics class! The coaches were so helpful and patient with them, and the staff went above and beyond to make us feel welcome! My girls keep asking when their next class will be, they loved it so much! Thank you for everything, Jungle Gym! :)"",""I recently attended a toddler birthday party at Jungle Gym in Burien Washington with my 4 year. old granddaughter. The facility itself is well organized and clearly designed with little ones in mind, which made this experience especially disappointing.\n\nMost concerning was how my disability was handled. I am a below-the-knee amputee. I am physically fit, mobile, and fully capable of supervising and assisting my grandchild. However, I cannot remove my shoe without removing my prosthetic leg, which would make it impossible for me to walk.\nWhen I explained this to the manager after being told I must remove my shoes, her solution was to offer me a chair so I could sit instead of participating. Initially, she even suggested placing the chair near the entrance door to watch and not enter the room. When I expressed that her solution was upsetting she said she could move a chair to the middle of the room.  No alternative accommodations (such as shoe covers) were offered. She pointed to the wall to show me the rules. The implication was that I should sit and watch while everyone else actively supervised and spotted their children.\nThis response was insulting and demonstrated a complete lack of understanding of accessibility and inclusion. I was not asking for special treatment — only the ability to participate in the same way as other parents and grandparents were.\nI have never before been refused entry or participation because of my disability. Jungle Gym needs a clear and thoughtful accessibility plan and staff training to ensure that people with disabilities are treated with respect and dignity.\nI hope management takes this feedback seriously, because no family member should feel excluded or marginalized in a space meant for children and families. My grandaughter was very disappointed that I wasn't able to help her and I also felt concerned not being able to spot or coach her when she needed it.  I live close by the gym, but I can't imagine going back."",""I give this place a five-star review because the jungle gym was really really fun closer to the end of the party they open the zip line for kids to go on The employees were not strict they were really nice it looked like they're already cleaning the whole thing and we're just outside I definitely recommend anybody nearby to come to this gymnasium."",""We hosted a birthday party here recently, and I cannot say enough good things about our experience. We were looking for a place to host our five year old's birthday that was fun for the kids and low key for the parents: we liked the contained environment for the kids, the combination of free play and coordinated activities and space for the grown ups to chat. The Jungle Gym offered all of that, with the opportunity to add-on experience as wanted. They followed up with us a week out from the party so we were aware of the schedule of activities, what they would provide/what we needed to bring, etc. (they have parties back to back, so bring things that are a quick clean up!) We initially made a mistake scheduling our party, and they were quick to respond and help us reschedule our event at no additional cost. Planning a party at home takes a lot of effort: our experience at the Jungle Gym made the day feel easy!"",""The “world’s friendliest gym” was not so friendly for me. I continue to feel like an outsider as a woman of color in this city and unfortunately this place was not an exception.""]"
Children Play Area,Attraction,"3rd floor, Bellevue Square, 575 Bellevue Way NE, Bellevue, WA 98004, USA",47.6151195,-122.2033949,ChIJ74Dwa4ZskFQRZh6nK_t2DRQ,establishment|point_of_interest,4.4,13,"[""This lovely play area features ships and marine life with Puget Sound as its inspiration. It is perfect for younger kids to climb and slide. Since it's on the third floor with only the cookie shop and Sharkey's Kid Salon, it's also relatively quiet and low traffic. My 3 y.o. loves it."",""Such a beautiful place for kids to play! I love that it is on the third floor near the center of the mall.\nThe play areas are diverse and there are plenty of places for parents to sit.\nIt's clean and maintained well."",""Descent kids play area. Equipment is new and clean. Softer then it looks and the three toddlers we brought here (us plus friends) seemed to really enjoy running and climbing all over for over an hour. Only complaint is there is no secure door on the exit so you constantly have to watch to make sure they don’t get to escape."",""Nice place but not sure why parents don’t take off their shoes to keep clean area for their children to play in"",""Closed for renovation till July end""]"
